The current process just got forked. Disabling parallelism to avoid deadlocks...
To disable this warning, please explicitly set TOKENIZERS_PARALLELISM=(true | false)
Better speed can be achieved with apex installed from https://www.github.com/nvidia/apex.
------------------beginning epoch------------------
latest loss:tensor(12.1887, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6260, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5635, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.2285, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5995, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.7611, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9155, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.1635, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.8099, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2362, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1437, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1516, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.9766, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.2284, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1345, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.6476, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.3613, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.0805, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.3407, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0282, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8645, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.2635, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.3117, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0290, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.3383, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.8534, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.6104, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.5463, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.1960, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.4916, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9219, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9028, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1271, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1220, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2254, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.7776, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7300, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.1514, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.4529, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.5926, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.9098, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5702, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8591, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.1161, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.8944, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.1412, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1823, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8935, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.7666, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5370, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.3342, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8737, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.8093, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.1506, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.7308, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.6097, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.4500, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.7851, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.2190, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.5091, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8510, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6038, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.8978, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.2871, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.2973, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.2842, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.9534, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.9095, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.4451, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.5489, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3827, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.3744, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4986, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.6659, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.9663, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.7687, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0379, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.4983, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3764, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3652, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.5563, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.2898, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.3813, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.5875, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.2523, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.0295, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8703, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.7531, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.0872, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.8464, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.6347, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.2686, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.7334, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.8536, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.2353, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6704, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.3398, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.7162, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.5358, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2517, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.0239, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.6663, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6458, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.8201, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.7483, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.4079, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3807, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.6009, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4827, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1685, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.5037, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.0775, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7564, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.3830, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6399, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.6042, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.1996, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.3049, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.9963, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5310, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.5949, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.0969, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5204, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.9786, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.0132, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3771, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8404, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.0532, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1992, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7080, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3875, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.2139, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2799, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.1182, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6393, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.7201, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.8565, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.8360, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6427, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3739, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.4303, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.6828, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.7983, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.0624, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6366, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.6055, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.8172, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.7489, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.9870, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1739, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.5797, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.8073, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.4572, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1630, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.8106, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.5695, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1919, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.2340, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.9752, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6049, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.2866, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.4136, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2508, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8656, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3388, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.2947, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.9731, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3377, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.2054, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.9007, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.3515, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.7111, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.1375, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7856, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.5248, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.7043, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.7890, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.7997, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.2151, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9853, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4725, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.9913, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1713, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.6214, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.8958, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.7205, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.8730, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.0976, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.1250, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(14.0213, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.7248, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7920, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.4198, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.4702, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(15.0404, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.6700, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7480, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.5132, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6591, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.9037, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5949, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.6149, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.2843, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3911, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2929, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7966, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.1014, device='cuda:0', grad_fn=<AddBackward0>)
------------------Training completed------------------
{0: {0: 14613, 1: 0, 2: 18, 'tag': ['<PAD>']}, 1: {0: 154228, 1: 973141, 2: 1047272, 'tag': ['O']}, 2: {0: 35967, 1: 0, 2: 55, 'tag': ['Repetition', 'Slogans', 'Appeal_to_fear-prejudice', 'Flag-Waving', 'Reductio_ad_hitlerum', 'Bandwagon', 'Appeal_to_Authority']}, 3: {0: 21646, 1: 0, 2: 0, 'tag': ['Causal_Oversimplification', 'Obfuscation,Intentional_Vagueness,Confusion', 'Black-and-White_Fallacy', 'Thought-terminating_Cliches']}, 4: {0: 26897, 1: 42675, 2: 235801, 'tag': ['Name_Calling,Labeling', 'Doubt', 'Loaded_Language', 'Straw_Men']}, 5: {0: 14330, 1: 3, 2: 354, 'tag': ['Exaggeration,Minimisation', 'Red_Herring', 'Whataboutism']}}
general accuracy: 0.30157294478440905
general misses: 98840
general hits: 42678
total epoch loss:  11666.652666136622
average train loss: 0.009089717698587163
validating..
------------------Validation completed------------------
{0: {0: 14614, 1: 0, 2: 0, 'tag': ['<PAD>']}, 1: {0: 154229, 1: 973142, 2: 0, 'tag': ['O']}, 2: {0: 35968, 1: 0, 2: 0, 'tag': ['Repetition', 'Slogans', 'Appeal_to_fear-prejudice', 'Flag-Waving', 'Reductio_ad_hitlerum', 'Bandwagon', 'Appeal_to_Authority']}, 3: {0: 21647, 1: 0, 2: 0, 'tag': ['Causal_Oversimplification', 'Obfuscation,Intentional_Vagueness,Confusion', 'Black-and-White_Fallacy', 'Thought-terminating_Cliches']}, 4: {0: 26898, 1: 42676, 2: 0, 'tag': ['Name_Calling,Labeling', 'Doubt', 'Loaded_Language', 'Straw_Men']}, 5: {0: 14331, 1: 0, 2: 0, 'tag': ['Exaggeration,Minimisation', 'Red_Herring', 'Whataboutism']}}
general accuracy: 0.3015545505935557
general misses: 98844
general hits: 42676
An epoch was completed.
------------------beginning epoch------------------
latest loss:tensor(5.4844, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.8754, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.2064, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.6244, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.2681, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.2563, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.4878, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.5161, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.7799, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.6933, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.8828, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.1797, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7995, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.6427, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.2016, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.9894, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.5790, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4239, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3270, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.5708, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1342, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6801, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.1425, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.3144, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.1181, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.2578, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.4248, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.9531, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.4888, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.0306, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.8091, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1059, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.0760, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6265, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2764, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6159, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7683, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.4217, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.7703, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.2626, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.5706, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3224, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5707, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.7129, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.1475, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7961, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3494, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.4392, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.5097, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.4631, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.9571, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3577, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.6850, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3383, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.3982, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.6896, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.2492, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.1688, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.8818, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5291, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.8400, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.7275, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.0832, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.9651, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.0662, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4986, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.9378, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.2272, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.7548, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.8758, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.8919, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.4031, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.9939, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.0626, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.1312, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3523, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.8632, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8720, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.8028, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2344, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.7808, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.4102, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2139, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.6884, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1431, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6904, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3491, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6933, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.8254, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1031, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.5283, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.5716, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.2533, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.9027, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.0557, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2321, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6396, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.2542, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3422, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0651, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.0501, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.6548, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(0.3404, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.3959, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5256, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(13.0272, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8201, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8342, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.9070, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5243, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1181, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.5419, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.4989, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8837, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3701, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.4740, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.4349, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.5214, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(13.4899, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5392, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.6212, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.2342, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.1519, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3432, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.1416, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.1543, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8752, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.3592, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1411, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.2606, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.9555, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.7946, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.4430, device='cuda:0', grad_fn=<AddBackward0>)
